film_id,title,year,director
RMq8,T:Return of The Jedi,1985,D:Marquand
RMq10,T:Jagged Edge,1985,D:Marquand
RoM1,T:Imagine the Sound,1981,D:Ron.Mann
RoM2,T:Poetry in Motion,1982,D:Ron.Mann
RoM3,T:Comic Book Confidential,1989,D:Ron.Mann
RZe1,T:Used Cars,1980,D:Zemeckis
RZe3,T:Romancing the Stone,1984,D:Zemeckis
RZe5,T:Back to the Future,1985,D:Zemeckis
RZe10,T:Who Framed Roger Rabbit,1988,D:Zemeckis
RZe12,T:Back to the Future Part II,1989,D:Zemeckis
RZe14,T:Back to the Future Part III,1990,D:Zemeckis
RZe17,T:Death Becomes Her,1992,D:Zemeckis
RZe19,T:Forrest Gump,1994,D:Zemeckis
RZe20,T:Contact,1997,D:Zemeckis
RZe22,T:Cast Away,19xx,D:Zemeckis
SGo10,T:Arthur,1981,D:S.Gordon
ShH10,T:Leise Schatten,1991,D:Horman
SHS5,Tm:Devil and Max Devlin,1981,D:Stern
SHS10,T:Hostage Flight,1989,D:Stern
Smi3,T:Friday the 13th Part II,1981,D:Miner
Smi5,T:Friday the 13th Part III,1982,D:Miner
SMi10,T:Wild Hearts Can't Be Broken,1991,D:Miner
SMi14,T:Forever Young,1992,D:Miner
StG10,Tm:Paradise,1981,D:Gillard
SuG10,T:The Reanimator,1985,D:Gordon
SuG20,T:Fortress,1993,D:St.Gordon
SuG25,T:Lost in Space,1998,D:St.Gordon
TBu10,T:Attack Force Z,1981,D:Burstall
TDS10,Tm:Hell Night,1981,D:DeSimone
TDS15,Tm:The Concrete Jungle,1983,D:DeSimone
TKa10,Tm:Bushido Blade,1981,D:Katani
WlF10,Tm:Search and Destroy,1981,D:William Fruet
WoP10,T:Das Boot,1981,D:Petersen
WoP12,T:The Plastic Nightmare,1990,D:Petersen
WoP14,T:Shattered,1991,D:Petersen
WoP17,T:In the Line of Fire,1993,D:Petersen
WoP18,T:Clear and Present Danger,1994,D:Petersen
WoP20,T:Outbreak,1995,D:Petersen
WoP22,T:Air Force One,1997,D:Petersen
xGc10,T:Oppenheimer,1981,D:Goodchild
Z8110,T:Vito Rossi,1981,D:UnYear81
ALs10,T:Android,1982,D:Lipstad
AmH10,T:Fast Times at Ridgemont High,1982,D:Heckerling
AmH20,T:National Lampoon's European Vacation,1985,D:Heckerling
AOz10,T:At,1982,D:Ozgenturk
APy10,Tm:The Sword and the Sorcerer,1982,D:Pyun
APy15,T:Raven Hawk,1996,D:Pyun
ARo10,Tm:Endangered Species,1982,D:A.Roberts
BiF10,Tm:Gregory's Girl,1982,D:B.Forsyth
BiF13,T:Local Hero,1983,D:B.Forsyth
BiF20,T:Being Human,1994,D:B.Forsyth
BLe1,T:Diner,1982,D:B.Levinson
BLe4,Tm:The Natural,1984,D:B.Levinson
BLe5,T:Tin Men,1987,D:B.Levinson
BLe6,T:Rain Man,1988,D:B.Levinson
BLe8,"T:Good Morning, Vietnam",1989,D:B.Levinson
BLe10,T:Avalon,1990,D:B.Levinson
BLe11,T:Bugsy,1991,D:B.Levinson
BLe12,T:Toys,1992,D:B.Levinson
BLe15,T:Jimmy Hollywood,1994,D:B.Levinson
BLe17,T:Disclosure,1994,D:B.Levinson
BLe21,T:Wag the Dog,1998,D:B.Levinson
BLe22,T:Sphere,1998,D:B.Levinson
BrP10,T:A Little Sex,1982,D:Paltrow
BrP15,T:Duet,1999,D:Paltrow
BSz10,T:The Adventurers of the Sierra Leone,1982,D:Schulz
CDe10,T:The Escape Artist,1982,D:Deschanel
CHa10,Tm:Losin' It,1982,D:Hanson
CHa14,T:The Bedroom Window,1988,D:Hanson
CHa18,T:Bad Influence,1990,D:Hanson
CHa20,T:The Hand that Rocks the Cradle,1991,D:Hanson
CHa25,T:The River Wild,1995,D:Hanson
CHa27,T:L.A. Confidential,1997,D:Hanson
CMu10,T:Before the Nickelodeon,1982,D:Musser
DaD10,Tm:Amityville II: The Possession,1982,D:Damiani
DaV1,T:Le Retour de Martin Guerre,1982,D:Vigne
DnR10,T:Ein Sack Voll Flohe,1982,D:Risi
DSc10,Tm:The Seduction,1982,D:Schmoeller
DSW1,Tm:Cannery Row,1982,D:D.S.Ward
DSW15,T:King Ralph,1991,D:D.S.Ward
DSW18,T:Down Periscope,1996,D:D.S.Ward
DvW10,Tm:The Last Horror Film,1982,D:Winters
GAS10,Tm:Vice Squad,1982,D:G.A.Sherman
GrC1,T:Frances,1982,D:Clifford
GrC5,T:Gleaming the Cube,1985,D:Clifford
GrC12,T:The Turn of the Screw,1989,D:Clifford
GyM4,T:Young Doctors in Love,1982,D:Gey.Marshall
GyM10,T:Overboard,1987,D:Gey.Marshall
GyM20,T:Pretty Woman,1990,D:Gey.Marshall
GyM22,T:Frankie and Johnny,1991,D:Gey.Marshall
GyM24,T:unknown,1992,D:Gey.Marshall
GyM26,T:Exit to Eden,1994,D:Gey.Marshall
GyM30,T:Dear God,1996,D:Gey.Marshall
HJS10,T:Parsifal,1982,D:Syberberg
HuH10,T:Chariots of Fire,1981,D:Hudson
HuH15,"T:Greystoke: The Legend of Tarzan, Lord of the Apes",1984,D:Hudson
HuH20,T:Revolution,1984,D:Hudson
HPa10,T:The Devil in Miss Jones II,1982,D:Pachard
IaS10,Tm:The Final Option,1982,D:I.Sharp
IDu10,T:Far East,1982,D:Duigan
IDu16,T:The Year my Voice Broke,1987,D:Duigan
IDu21,T:Flirting,1992,D:Duigan
IDu22,T:Wide Saragossa Sea,1993,D:Duigan
IDu24,T:Sirens,1994,D:Duigan
IDu28,T:Lawn Dogs,1998,D:Duigan
JBs10,Tm:Jekyll and Hyde...Together Again,1982,D:Belson
JCh5,T:Dragon Lord,1982,D:J.Chan
JCh10,T:Police Story,1985,D:J.Chan
JCh13,T:Armour of God,1986,D:J.Chan
JCh15,T:Dragons Forever,1986,D:J.Chan
JCh20,T:Police Story II,1988,D:J.Chan
JFD10,T:Ca va faire mal,1982,D:Davy
JHs10,T:I'm Dancing As Fast As I Can,1982,D:Hofsiss
JPK10,Tm:The Chosen,1982,D:Kagan
JPK15,Tm:The Sting II,1983,D:Kagan
JMl1,T:That Championship Season,1982,D:Js.Miller
JSo10,Tm:Alone in the Dark,1982,D:Sholder
JSo15,T:A Nightmare on Elm Street Part Two: Freddy's Revenge,1985,D:Sholder
KaK10,T:Another Way,1982,D:Makk
KaK12,T:A Very Moral Night,1983,D:Makk
KaK14,T:Lily in Love,1984,D:Makk
KFi10,T:Airplane II: The Sequel,1982,D:Finkleman
KrK5,T:The Principles of Hygiene and Safety in a Copper Mine,1982,D:Kieslovski
KrK20,T:A Short Film About Killing,1982,D:Kieslovski
KrK22,T:Blind Chance,1982,D:Kieslovski
KrK25,T:Decalogue,1988,D:Kieslovski
KrK30,T:Ein kurzer Film Uber die Liebe,1988,D:Kieslovski
KrK35,T:Le Double Vie de Veronique,1990,D:Kieslovski
KrK38,T:Blue,1993,D:Kieslovski
KrK39,T:White,1994,D:Kieslovski
KrK40,T:Red,1994,D:Kieslovski
LaK1,T:Body Heat,1982,D:L.Kasdan
LaK2,T:The Big Chill,1983,D:L.Kasdan
LaK9,T:Silverado,1985,D:L.Kasdan
LaK13,T:The Accidental Tourist,1989,D:L.Kasdan
LaK14,T:I Love You to Death,1990,D:L.Kasdan
LaK15,T:Grand Canyon,1991,D:L.Kasdan
LaK18,T:Wyatt Earp,1994,D:L.Kasdan
MCa10,Tm:Fighting Back,1982,D:Caulfield
MGA10,T:Demons in the Garden,1982,D:Aragon
MGA14,T:Half of Heaven,1986,D:Aragon
MRm10,Tm:The House on Sorority Row,1982,D:Rosman
MRm20,T:The Invader,1996,D:Rosman
NeJ10,T:Angel,1982,D:N.Jordan
NeJ12,T:The Company of Wolves,1984,D:N.Jordan
NeJ14,T:Mona Lisa,1986,D:N.Jordan
NeJ15,T:High Spirits,1986,D:N.Jordan
NeJ16,T:We're No Angels,1989,D:N.Jordan
NeJ20,T:The Miracle,1990,D:N.Jordan
NeJ22,T:The Crying Game,1992,D:N.Jordan
NeJ28,T:The Butcher Boy,1998,D:N.Jordan
PaB10,T:Grease 2,1982,D:Birch
PWa10,Tm:House of the Long Shadows,1982,D:P.Walker
RiB1,T:My Favourite Year,1982,D:Benjamin
RiB15,Tm:Racing with the Moon,1984,D:Benjamin
RiB21,T:Mermaids,1990,D:Benjamin
RiB25,T:Made in America,1993,D:Benjamin
RiB28,T:Mrs.~Winterbourne,1996,D:Benjamin
RiB30,T:City Heat,1998,D:Benjamin
RLo10,Tm:Brimstone and Treacle,1982,D:Loncraine
RLo11,Tm:The Missionary,1982,D:Loncraine
RJR10,Tm:Zapped,1982,D:Rob.Rosenthal
RT1,T:Personal Best,1982,D:Towne
RT20,T:Tequila Sunrise,1988,D:Towne
RT30,T:Without Limits,1998,D:Towne
RtW10,T:Medea,1982,D:Whitehead
RzB10,T:Interrogation,1982,D:Bugajski
SLr10,Tm:The Intruder,1982,D:S.Leroy
StL10,Tm:Tron,1982,D:Lisberger
SuS10,Tm:Smithereens,1982,D:Seidelman
SuS12,T:Desperately Seeking Susan,1985,D:Seidelman
SuS14,T:She-Devil,1986,D:Seidelman
SuS16,T:Making Mr.~Right,1987,D:Seidelman
SuS20,T:Cookie,1989,D:Seidelman
SuS25,T:The Dutch Master,1993,D:Seidelman
TAv1,T:Things Are Tough All Over,1982,D:T.Avildsen
TeK10,T:Behind the Mosquito Net,1982,D:Karya
UEd10,T:Christiane F.,1982,D:Edel
UEd20,T:Last Exit To Brooklyn,1990,D:Edel
UEd25,T:Body of Evidence,1992,D:Edel
WaW1,T:Chan is Missing,1982,D:Wang
WaW2,T:Diem Sum,1984,D:Wang
WaW3,T:Slam Dance,1987,D:Wang
WaW4,T:Eat a Bowl of Tea,1989,D:Wang
WaW5,"T:Life is Cheap, but Toilet Paper is Expensive",1989,D:Wang
WaW10,T:The Joy Luck Club,1993,D:Wang
WaW13,T:Smoke,1997,D:Wang
WaW15,T:Chinese Box,1998,D:Wang
WLu10,Tm:Vigilante,1982,D:Lustig
xHe10,T:Stuck on You!,1982,D:Herz
YlG10,T:Yol,1982,D:UnYear82Guney
ABz10,Tm:Portrait of a Hitman,1983,D:Buckhantz
AdL5,T:Flashdance,1983,D:Lyne
AdL6,T:Nine 1/2 Weeks,1986,D:Lyne
AdL10,T:Fatal Attraction,1988,D:Lyne
AdL14,T:Jacob's Ladder,1990,D:Lyne
AdL16,T:Indecent Proposal,1993,D:Lyne
AdL20,T:Lolita,1997,D:Lyne
AHu1,T:Boat People,1983,D:Hui
AHu5,T:Song of the Exile,1990,D:Hui
AJo10,T:Love Letters,1983,D:A.Jones
AKa5,T:Ariel,1983,D:Kaurismaki
AKa10,T:Hamlet Goes Business,1985,D:Kaurismaki
AKa15,T:The Match Factory Girl,1989,D:Kaurismaki
AKa20,T:La Vie de Boh\`eme,1993,D:Kaurismaki
AlJ1,T:To Be or Not To Be,1983,D:A.Johnson
BMs10,T:Mickey's Christmas Carol,1983,D:Mattinsson
BnG1,T:Olivia in Concert,1983,D:B.Grant
BnG12,T:Sweet Poison,1991,D:B.Grant
BnG13,T:Love Kills,1991,D:B.Grant
BSt1,T:Yentl,1983,D:Streisand
BSt5,T:Prince of Tides,1991,D:Streisand
BSt10,T:Innocent Blood,1993,D:Streisand
BSt15,T:The Mirror Has Two Faces,1996,D:Streisand
BSw10,T:La Balance,1983,D:Swaim
ByB10,T:Fords on Water,1983,D:Bliss
CoF10,T:Rembetiko,1983,D:Ferris
DCb10,T:Killing of Angel Street,1983,D:Crombie
DdH10,T:Tendres Cousines,1983,D:D.Hamilton
DHi10,T:Ator the Fighting Eagle,1983,D:Hills
DLo10,T:Smokey and the Bandit III,1983,D:Lowry
DLo13,T:Wet Gold,1984,D:Lowry
DWi10,Tm:Silver Dream Racer,1983,D:Wickes
EdE10,T:Il Deputado,1983,D:DelaEglesia
EHo10,Tm:They Call Me Bruce,1983,D:Hong
FOz1,T:Dark Crystal,1983,D:Oz
FOz20,T:What About Bob?,1991,D:Oz
FOz22,T:Housesitter,1992,D:Oz
FOz25,T:In & Out,1997,D:Oz
GCh10,T:Short Time,1983,D:Champion
GCh20,T:The Cowboy Way,1994,D:Champion
GCh23,T:Sub Down,1997,D:Champion
GJo10,T:Buddy System,1983,D:Jordon
GoR1,T:Koyaanisqatsi,1983,D:Reggio
GoR2,T:Powaqqatsi,1988,D:Reggio
IoA10,T:We of the Never Never,1983,D:Auzins
JJm1,T:Permanent Vacation,1983,D:Jarmusch
JJm2,T:Stranger Than Paradise,1984,D:Jarmusch
JJm3,T:Down By Law,1986,D:Jarmusch
JJm4,T:Mystery Train,1989,D:Jarmusch
JJm6,T:Night on Earth,1992,D:Jarmusch
JJm13,"T:Ghost Dog, the Way of the Samurai",1999,D:Jarmusch
JKw5,Tm:Eddie Macon's Run,1983,D:Kanew
JKw7,Tm:Revenge of the Nerds,1984,D:Kanew
JKw10,T:Tough Guys,1986,D:Kanew
JLB1,T:Terms of Endearment,1983,D:J.L.Brooks
JLB7,T:Broadcast News,1987,D:J.L.Brooks
JLB12,T:I'll Do Anything,1994,D:J.L.Brooks
JLB14,T:As Good As It Gets,1997,D:J.L.Brooks
JLD10,T:Un Elephant Ca Trompe Enormement,1983,D:Dabadie
JcS10,"T:Miles of Smiles, Years of Struggle",1983,D:Santino
JsS10,Tm:Easy Money,1983,D:Signorelli
LCo10,Tm:Hercules,1983,D:Coates
LDF10,Tm:Young Warriors,1983,D:Foldes
LyL1,T:Testament,1983,D:Littman
MaC1,Tm:Valley Girl,1983,D:Coolidge
MaC4,T:Glory Days,1987,D:Coolidge
MaC8,T:Rambling Rose,1991,D:Coolidge
MaC10,T:Crazy in Love,1992,D:Coolidge
MaC11,T:Lost in Yonkers,1993,D:Coolidge
MaC12,"T:Angie, I says",1993,D:Coolidge
MCh1,T:All the Right Moves,1983,D:Chapman
MCh2,T:Stranger's Kiss,1984,D:Chapman
MWh10,T:Matter of Heart,1983,D:M.Whitney
PB1,T:The Grey Fox,1983,D:Borsos
PB10,"T:Bethune, the Making of a Hero",1990,D:Borsos
PB12,T:Far From Home: The Adventures of Yellow Dog,1994,D:Borsos
PGr5,T:The Draughtsman's Contract,1983,D:Greenaway
PGr7,T:A Zed and Two Naughts,1985,D:Greenaway
PGr10,T:The Belly of an Architect,1987,D:Greenaway
PGr12,T:Drowning By Numbers,1988,D:Greenaway
PGr15,"T:The Cook, the Thief, His Wife and her Lover",1990,D:Greenaway
PGr16,T:Prospero's Books,1991,D:Greenaway
PGr17,T:The Baby of Macon,1993,D:Greenaway
PGr20,T:The Pillowbook,1997,D:Greenaway
PGr22,T:8 1/2 Women,1999,D:Greenaway
PLf10,T:Le juge,1983,D:Lefebvre
PRb1,Tm:Lovesick,1983,D:P.Rosenberg
PrH10,T:The Oresteia,1983,D:P.Hall
RbR1,T:This is Spinal Tap,1983,D:R.Reiner
RbR2,T:Stand By Me,1986,D:R.Reiner
RbR3,T:The Princess Bride,1987,D:R.Reiner
RbR10,T:When Harry Met Sally,1989,D:R.Reiner
RbR12,T:Misery,1990,D:R.Reiner
RbR14,T:A Few Good Men,1992,D:R.Reiner
RbR18,T:The Ghosts of Missisippi,1996,D:R.Reiner
RDi10,Tm:Deathgames,1983,D:Dimsey
RDu10,T:Angelo My Love,1983,D:Duvall
RDu12,T:We're Not the Jet Set,1990,D:Duvall
RDu15,T:The Apostle,1997,D:Duvall
RiC10,Tm:Hell's Angels Forever,1983,D:Chase
RMw3,T:The Phantom of the Opera,1983,D:Markowitz
RMw10,T:Overexposed,1991,D:Markowitz
RMw13,T:Afterburn,1992,D:Markowitz
RMw15,T:Nicholas - a Child's Heart Lives On,1998,D:Markowitz
RoD10,Tm:The Black Stallion Returns,1983,D:Dalva
RPe8,T:Threshold,1981,D:Pearce
RPe12,T:Country,1984,D:Pearce
RPe20,T:The Long Walk Home,1991,D:Pearce
RPe22,T:Leap of Faith,1992,D:Pearce
RVO10,Tm:Angel,1983,D:ONeil
RWs10,Tm:Hambone and Hillie,1984,D:Watts
PBm1,T:Risky Business,1983,D:P.Brickman
PBm2,T:Men Don't Leave,1989,D:P.Brickman
SFi10,Tm:Revenge of the Ninja,1983,D:Firstenberg
SiN10,T:New York Nights,1983,D:Nuchtern
SlT10,Tm:Liquid Sky,1983,D:Tsukerman
SvF10,T:I Promise to Remember,1983,D:Fischler
TeB10,Tm:Slayground,1983,D:Bedford
TGr10,Tm:Deep in the Heart,1983,D:T.Garrett
ToS1,T:The Hunger,1983,D:T.Scott
ToS5,T:Top Gun,1986,D:T.Scott
ToS10,T:Days of Thunder,1986,D:T.Scott
ToS12,T:Beverly Hills Cop II,1987,D:T.Scott
ToS15,T:True Romance,1990,D:T.Scott
ToS21,T:Crimson Tide,1995,D:T Scott
ToS23,T:The Fan,1996,D:T Scott
ToS25,T:Enemy of the State,1998,D:T Scott
VZg10,T:Divine Waters,1983,D:Zaggario
WiD10,Tm:Timerider: The Adventure of Lyle Swann,1983,D:Dear
WiD20,T:Angels in the Outfield,1994,D:Dear
WTMx,T:The Old Well,1983,D:Tianming
ACx10,T:Repo Man,1984,D:A.Cox
ACx12,T:Sid and Nancy,1986,D:A.Cox
AiN,title,> @1984<,D:Naderi
AiN10,T:,1984,D:Naderi
AKu10,Tm:Terror in the Aisles,1984,D:Kuehn
AvW10,T:Voyeur,1991,D:vanWarmerdam
AvW12,T:The Northerners,1991,D:vanWarmerdam
AvW16,T:The Dress,1996,D:vanWarmerdam
AvW19,T:Little Tony,1998,D:vanWarmerdam
AzC10,T:A Woman's Pale Blue Handwriting,1984,D:Corti
ChS10,Tm:Irreconcilable Differences,1984,D:Shyer
ChS20,T:Father of the Bride,1991,D:Shyer
ChS24,T:I Love Trouble,1994,D:Shyer
DWa10,Tm:Making the Grade,1984,D:D.Walker
EPy5,T:Sugar Cane Alley,1984,D:Palcy
EPy10,T:A Dry White Season,1989,D:Palcy
FSh10,Tm:Savage Attraction,1984,D:Shields
FKi10,T:Children of the Corn,1984,D:Kiersch
FKi18,T:Into the Sun,1992,D:Kiersch
GnP10,T:Two Minute Warning,1984,D:G.Palmer
HuW10,T:Police Academy,1984,D:H.Wilson
HuW12,T:Police Academy 2,1984,D:Wilson
HuW15,T:Police Academy 3,1986,D:Wilson
HuW22,T:Guarding Tess,1994,D:Wilson
HuW25,T:First Wives Club,1996,D:Wilson
IHu5,T:Sixteen Candles,1984,D:J.Hughes
IHu11,T:The Breakfast Club,1985,D:J.Hughes
IHu12,T:Weird Science,1985,D:J.Hughes
IHu15,"T:Planes, Trains, and Automobiles",1987,D:J.Hughes
IHu18,T:Ferris Buellers Day off,1988,D:J.Hughes
IHu22,T:Uncle Buck,1989,D:J.Hughes
IHu25,T:Curly Sue,1991,D:J.Hughes
JCi3,T:A Girl's own Story,1984,D:Campion
JCi5,T:Two Friends,1986,D:Campion
JCi10,T:Sweetie,1990,D:Campion
JCi12,T:An Angel at my Table,1991,D:Campion
JCi14,T:The Piano,1993,D:Campion
JCi17,T:Portrait of a Lady,1996,D:Campion
JlC4,T:Blood Simple,1985,D:J.Coen
JlC7,T:Raising Arizona,1987,D:J.Coen
JlC10,T:Miller's Crossing,1990,D:J.Coen
JlC11,T:Barton Fink,1991,D:J.Coen
JlC14,T:The Hudsucker Proxy,1994,D:J.Coen
JlC15,T:Things to do in Denver When You're Dead,1995,D:J.Coen
JlC16,T:Fargo,1996,D:J.Coen
JlC18,T:The Big Lebowski,1997,D:J.Coen
JI1,T:Ososhiki,1984,D:Juzo Itami
JI2,T:Tampopo,1987,D:Itami
JI4,T:A Taxing Woman,1988,D:Itami
JI5,T:A Taxing Woman's Return,1989,D:Itami
JI6,T:A-Ge-man,1990,D:Itami
JmF10,Tm:Reckless,1984,D:J.Foley
JmF20,T:Glengarry Glen Ross,1992,D:J.Foley
JmF25,T:Fear,1996,D:J.Foley
JRu1,T:Dreamscape,1984,D:J.Ruben
JRu2,T:The Stepfather,1987,D:J.Ruben
JRu3,T:True Believer,1989,D:J.Ruben
JRu5,T:Sleeping With the Enemy,1991,D:J.Ruben
JRu12,T:Stepfather 3,1992,D:J.Ruben
JRu14,T:The Good Son,1993,D:J.Ruben
JSe0,Tm:Breakin',1984,D:Silberg
JZi10,Tm:Friday the 13th - The Final Chapter,1984,D:Zito
LeN3,T:Star Trek III: The Search For Spock,1984,D:Nimoy
LeN4,T:Star Trek IV: The Voyage Home,1986,D:Nimoy
LeN8,T:Three Men and A Baby,1987,D:Nimoy
LeN10,T:The Good Mother,1988,D:Nimoy
LeN12,T:Funny About Love,1990,D:Nimoy
LdC10,T:Thus spake Bellavista,1984,D:deCrescenzo
LPi10,Tm:Hard to Hold,1984,D:L.Pierce
LPi20,"T:Queenie, the Star of Calcutta",1988,D:L.Pierce
MaM1,T:A Private Function,1984,D:Mobray
MaM2,T:Out Cold,1989,D:Mobray
MSv1,T:Old Enough,1984,D:M.Silver
MBu10,Tm:Exterminator 2,1984,D:Buntzman
MGr10,Tm:Hardbodies,1984,D:M.Griffiths
MGr15,T:Hardbodies II,1990,D:M.Griffiths
MiR5,T:1984,D:1984,D:Radford
MiR10,T:White Mischief,1988,D:Radford
MKa10,T:Another Country,1984,D:Kanievska
MKa15,T:Il Postino,1995,D:Kanievska
MtB10,T:Streetwise,1984,D:Mt.Bell
MtB16,T:American Heart,1993,D:Mt.Bell
NaL10,T:Picone sent me,1984,D:Loy
NaL20,T:Scugnizzi,1989,D:Loy
NBu10,T:The Good Fight,1984,D:Buckner
NiC10,T:The Last Starfighter,1984,D:N.Castle
NiC30,T:Dennis the Menace,1993,D:N.Castle
NIs10,Tm:Bachelor Party,1984,D:Israel
PeC10,Tm:Highpoint,1984,D:P.Carter
PeM10,Tm:Hot Dog...The Movie,1984,D:P.Markle
PeM15,T:Nightbreaker,1989,D:P.Markle
PeM20,T:Through the Eyes of a Killer,1993,D:P.Markle
Pri1,T:Purple Rain,1984,D:Prince
Pri2,T:Graffiti Bridge,1990,D:Prince
RCn10,Tm:Scandalous,1984,D:R.Cohen
RCn30,T:Dragon: The Bruce Lee Story,1993,D:R.Cohen
RCn36,T:Dragonheart,1996,D:R.Cohen
RCn39,T:Daylight,1996,D:R.Cohen
REp10,T:The Times of Harvey Milk,1984,D:R.Epstein
REp18,T:The Celluloid Closet:,1996,D:R.Epstein
RhM10,Tm:Razorback,1984,D:Mulcahy
RhM30,T:Ricochet,1991,D:Mulcahy
RhM34,T:Blue Ice,1992,D:Mulcahy
RhM37,T:The Shadow,1994,D:Mulcahy
RoJ1,T:The Killing Fields,1984,D:R.Joffe
RoJ10,T:Fat Man and Little Boy,1989,D:R.Joffe
RoJ20,T:Goodbye Lover,1999,D:R.Joffe
RTu1,T:Tightrope,1984,D:Tuggle
RTu3,T:Out of Bounds,1986,D:Tuggle
RYo10,Tm:Lassiter,1984,D:R.Young
RYo12,Tm:Gulag,1985,D:R.Young
PiS10,T:Weapons of the Spirit,1984,D:Sauvage
TMk10,T:The Price of Love,1984,D:Marketaki
ToP10,T:Testimony,1987,D:Palmer
Z0910,T:The Adventures of Buckaroo Banzai: Across the 8th Dimension,1984,D:Unknown9
AAg10,T:Topos,1985,D:Angelidi
AEy10,T:The Adjuster,1985,D:Egoyan
AEy20,T:Calendar,1993,D:Egoyan
AEy22,T:Exotica,1995,D:Egoyan
AEy25,T:The Sweet Hereafter,1997,D:Egoyan
AKo10,T:Runaway Train,1985,D:Konchalovsky
AKo15,T:Tango and Cash,1985,D:Konchalovsky
Ari10,T:Woman of the Port,1985,D:Ripstein
Ari15,T:No One Writes to the Colonel,1999,D:Ripstein
AZu20,T:Pacific Palisades,1990,D:Zulawski
CLz1,T:Shoah,1985,D:Lanzman
CST10,T:A Chinese Ghost Story,1985,D:Ching
CST20,T:The Terra-Cotta Warrior,1990,D:Ching
DDe10,T:Desert Hearts,1985,D:Deitch
DnA10,T:Silver Bullet,1985,D:Attias
GaT3,T:The Black Cauldron,1985,D:Trousdale
GaT5,T:Oliver & Company,1988,D:Trousdale
GaT7,T:The Little Mermaid,1989,D:Trousdale
GaT10,T:Beauty and the Beast,1992,D:Trousdale
GaT11,"T:Ferngully, The Last Rainforest",1992,D:Trousdale
GaT16,T:Kazaam,1996,D:Trousdale
GaT18,T:The Hunchback of Notre Dame,1996,D:Trousdale
GoJ10,T:The Children of the Cold War,1985,D:Justiniano
GoJ20,T:Caluga o Menta,1990,D:Justiniano
GuM5,T:Tales from the Gimli Hospital,1985,D:Maddin
GuM10,T:Archangel,1990,D:Maddin
HSB10,T:Germany Pale Mother,1985,D:SandersBrahms
HSB18,"T:Apfelb\""aume",1992,D:SandersBrahms
Ilt1,T:Honoring Wallaby,1985,D:Lasseter
ILt5,T:Buskers Down Under,1990,D:Lasseter
ILt10,T:Geri's Game,1992,D:Lasseter
ILt15,T:Toy Story,1995,D:Lasseter
ILt17,T:A Bug's Life,1998,D:Lasseter
IsS3,T:Mephisto,1981,D:Szabo
IsS5,T:Colonel Redl,1985,D:Szabo
IsS7,T:Hanussen,1985,D:Szabo
IsS10,T:Meeting Venus,1991,D:Szabo
IsS11,"T:Sweet Emma, Dear Bobe",1991,D:Szabo
ITu10,T:Mac,1992,D:Turturro
JBd10,Tm:Eubie!,1985,D:J.Boyd
JoH10,T:The Other Eye,1985,D:Heer
JqS10,T:Joy et Joan,1985,D:Saurel
JSm10,T:Flaming Creatures,1985,D:
JuI10,T:No Life King,1985,D:J.Ichikawa
JVm4,T:Herbstmilch,1985,D:Vilsmaier
JVm7,T:Rama Dama,1988,D:Vilsmaier
JVm10,T:Stalingrad,1991,D:Vilsmaier
JVm17,T:The Harmonists,1999,D:Vilsmaier
KBg6,T:Blue Steel,1985,D:Bigelow
KBg8,T:Near Dark,1985,D:Bigelow
KBg10,T:Point Break,1991,D:Bigelow
KBg15,T:Strange Days,1996,D:Bigelow
KBw10,T:The Gospel at Colonus,1985,D:K.Browning
KGC10,T:Life on a String,1985,D:K.Chen
KZs10,T:Inventory,1985,D:Zanussi
KZs18,"T:Leben f\""ur Leben Maximilian Kolbe",1991,D:Zanussi
LAn1,T:Thirteen at Dinner,1985,D:Antonio
LCa10,T:Les Amants du Pont-Neuf,1985,D:Carax
LCa15,T:Mauvais Sang,1987,D:Carax
LiY20,T:Chantilly Lace,1993,D:Yellen
LPt10,T:Las Madres: The Mothers of the Plaza de Mayo,1985,D:Portillo
MAF10,T:Bar Salon,1985,D:Forcier
MAF15,T:An Imaginary Tale,1985,D:Forcier
MBl5,T:Zwei Fische auf dem Trockenen,1985,D:Blanc
MDi10,T:Heaven Help Us,1985,D:Dinner
MaG10,T:Die Blaue Stunde,1992,D:Gisler
MiP10,T:Extramuros,1985,D:Picazo
MKo10,T:Town Alive,1985,D:Koike
MoT1,"T:Verleitung, Die Grausame Frau",1985,D:Treut
MoT10,T:Virgin Machine,1988,D:Treut
MoT12,T:My Father is Coming,1992,D:Treut
MTo10,T:The Rapture,1985,D:Tolkin
OSo10,T:Orion's Belt,1985,D:Solum
PGa10,T:The Phiadelphia Attraction,1985,D:Gardos
RNi10,T:On the Edge,1985,D:Nilsson
SiS10,T:Locked-Up Time,1985,D:
SSh10,Tm:Sudden Death,1985,D:Shore
SuA10,T:The Hour of the Star,1985,D:Amaral
THo10,T:Vampire ... Did you say Vampire?,1985,D:T.Holland
THo20,T:The Wizard,1989,D:T.Holland
TiB,title,AnnetMichael J. Fox,| Rod Steiger
TiB1,T:Pee-Wee's Big Adventure,1985,D:T.Burton
TiB5,T:Beetlejuice,1988,D:T.Burton
TiB6,T:Batman,1989,D:T.Burton
TiB8,T:Edward Scissorhands,1989,D:T.Burton
TiB12,T:Batman Returns,1992,D:T.Burton
TiB14,T:Ed Wood,1994,D:T.Burton
